date,Tlog (degC),OT
2020/3/16 11:20,23.07,420.9
2020/3/16 11:30,23.54,421.1
2020/3/16 11:40,24.01,420
2020/3/16 11:50,24.46,419.8
2020/3/16 12:00,24.9,418.9
2020/3/16 12:10,25.3,416
2020/3/16 12:20,25.68,415.2
2020/3/16 12:30,26.03,415.2
2020/3/16 12:40,26.34,415.4
2020/3/16 12:50,26.63,414.7
2020/3/16 13:00,26.94,414.3
2020/3/16 13:10,27.25,414
2020/3/16 13:20,27.49,413.4
2020/3/16 13:30,27.68,412.4
2020/3/16 13:40,27.92,412.6
2020/3/16 13:50,28.26,412.9
2020/3/16 14:00,28.63,413.4
2020/3/16 14:10,28.94,413.5
2020/3/16 14:20,29.16,413.5
2020/3/16 14:30,29.27,413.5
2020/3/16 14:40,29.28,413.2
2020/3/16 14:50,29.21,413.1
2020/3/16 15:00,29.15,413.2
2020/3/16 15:10,29.11,413
2020/3/16 15:20,29.11,413.3
2020/3/16 15:30,29.1,413.4
2020/3/16 15:40,29.11,413.1
2020/3/16 15:50,29.14,412.7
2020/3/16 16:00,29.17,412.5
2020/3/16 16:10,29.15,412.7
2020/3/16 16:20,29.07,412.9
2020/3/16 16:30,28.95,413.1
2020/3/16 16:40,28.86,413.1
2020/3/16 16:50,28.79,413.5
2020/3/16 17:00,28.67,413.6
2020/3/16 17:10,28.49,413.5
2020/3/16 17:20,28.26,413.6
2020/3/16 17:30,27.99,413.8
2020/3/16 17:40,27.69,414.1
2020/3/16 17:50,27.36,414.2
2020/3/16 18:00,27.02,414.5
2020/3/16 18:10,26.67,415
2020/3/16 18:20,26.32,415
2020/3/16 18:30,25.98,414.4
2020/3/16 18:40,25.65,414.4
2020/3/16 18:50,25.33,414.5
2020/3/16 19:00,25.01,414.8
2020/3/16 19:10,24.68,414.4
2020/3/16 19:20,24.36,415.1
2020/3/16 19:30,24.06,415.8
2020/3/16 19:40,23.76,427.3
2020/3/16 19:50,23.48,423.6
2020/3/16 20:00,23.21,421.7
2020/3/16 20:10,22.93,426.9
2020/3/16 20:20,22.65,429
2020/3/16 20:30,22.37,432.1
2020/3/16 20:40,22.1,437.6
2020/3/16 20:50,21.83,435.8
2020/3/16 21:00,21.57,432.8
2020/3/16 21:10,21.35,433.1
2020/3/16 21:20,21.15,440
2020/3/16 21:30,20.99,435.9
2020/3/16 21:40,20.85,437.2
2020/3/16 21:50,20.72,441.2
2020/3/16 22:00,20.59,440.9
2020/3/16 22:10,20.45,440.2
2020/3/16 22:20,20.31,435.7
2020/3/16 22:30,20.17,434
2020/3/16 22:40,20.03,439.5
2020/3/16 22:50,19.9,448.3
2020/3/16 23:00,19.74,447.3
2020/3/16 23:10,19.58,441.2
2020/3/16 23:20,19.4,436.1
2020/3/16 23:30,19.21,434.4
2020/3/16 23:40,19,441.1
2020/3/16 23:50,18.81,449.9
2020/3/17 0:00,18.63,453.1
2020/3/17 0:10,18.48,451.5
2020/3/17 0:20,18.33,447.3
2020/3/17 0:30,18.18,456.8
2020/3/17 0:40,18.04,455.3
2020/3/17 0:50,17.88,456.6
2020/3/17 1:00,17.72,456.2
2020/3/17 1:10,17.57,455
2020/3/17 1:20,17.44,450.9
2020/3/17 1:30,17.32,451.6
2020/3/17 1:40,17.22,457.4
2020/3/17 1:50,17.13,453.4
2020/3/17 2:00,17.05,451.2
2020/3/17 2:10,16.97,448.6
2020/3/17 2:20,16.9,449
2020/3/17 2:30,16.85,448
2020/3/17 2:40,16.83,448.2
2020/3/17 2:50,16.83,444.5
2020/3/17 3:00,16.84,452.5
2020/3/17 3:10,16.86,454.8
2020/3/17 3:20,16.89,461.4
2020/3/17 3:30,16.92,461.7
2020/3/17 3:40,16.95,467.1
2020/3/17 3:50,16.97,452.9
2020/3/17 4:00,16.98,455.5
2020/3/17 4:10,16.99,456
2020/3/17 4:20,17,456
2020/3/17 4:30,17,458.2
2020/3/17 4:40,17.03,456.1
2020/3/17 4:50,17.07,461
2020/3/17 5:00,17.12,464.2
2020/3/17 5:10,17.18,466.7
2020/3/17 5:20,17.22,471
2020/3/17 5:30,17.25,468.6
2020/3/17 5:40,17.27,471.2
2020/3/17 5:50,17.28,474.5
2020/3/17 6:00,17.29,470.9
2020/3/17 6:10,17.3,474.7
2020/3/17 6:20,17.32,474.9
2020/3/17 6:30,17.35,470.3
2020/3/17 6:40,17.37,469.2
2020/3/17 6:50,17.37,475.7
2020/3/17 7:00,17.37,467.9
2020/3/17 7:10,17.4,470.2
2020/3/17 7:20,17.44,474.4
2020/3/17 7:30,17.49,475.2
2020/3/17 7:40,17.55,474
2020/3/17 7:50,17.62,470.4
2020/3/17 8:00,17.7,466.2
2020/3/17 8:10,17.78,467.8
2020/3/17 8:20,17.89,468.3
2020/3/17 8:30,18.04,470.5
2020/3/17 8:40,18.23,465.6
2020/3/17 8:50,18.43,465.5
2020/3/17 9:00,18.64,466.9
2020/3/17 9:10,18.87,466.1
2020/3/17 9:20,19.13,466.4
2020/3/17 9:30,19.39,469.1
2020/3/17 9:40,19.63,473.5
2020/3/17 9:50,19.85,471
2020/3/17 10:00,20.05,468.6
2020/3/17 10:10,20.22,470.1
2020/3/17 10:20,20.4,469.2
2020/3/17 10:30,20.6,468.8
2020/3/17 10:40,20.85,467.3
2020/3/17 10:50,21.11,468.1
2020/3/17 11:00,21.49,464.5
2020/3/17 11:10,21.69,462.5
2020/3/17 11:20,21.84,460
2020/3/17 11:30,22.02,453.9
2020/3/17 11:40,22.22,442.4
2020/3/17 11:50,22.43,428.7
2020/3/17 12:00,22.67,427.8
2020/3/17 12:10,22.94,428.2
2020/3/17 12:20,23.06,429.4
2020/3/17 12:30,22.9,429.7
2020/3/17 12:40,22.68,430.5
2020/3/17 12:50,22.49,428.2
2020/3/17 13:00,22.37,427.5
2020/3/17 13:10,22.3,428.3
2020/3/17 13:20,22.27,429
2020/3/17 13:30,22.32,427.9
2020/3/17 13:40,22.44,428.1
2020/3/17 13:50,22.63,426.4
2020/3/17 14:00,22.88,426.1
2020/3/17 14:10,23.2,426.8
2020/3/17 14:20,23.55,426.1
2020/3/17 14:30,23.87,427.7
2020/3/17 14:40,24.12,428
2020/3/17 14:50,24.28,427.3
2020/3/17 15:00,24.37,426.3
2020/3/17 15:10,24.44,424.6
2020/3/17 15:20,24.5,424.7
2020/3/17 15:30,24.51,424.4
2020/3/17 15:40,24.47,423.2
2020/3/17 15:50,24.42,422.9
2020/3/17 16:00,24.39,422.3
2020/3/17 16:10,24.42,421.8
2020/3/17 16:20,24.52,421.6
2020/3/17 16:30,24.66,421.9
2020/3/17 16:40,24.81,421.6
2020/3/17 16:50,24.91,421.7
2020/3/17 17:00,24.91,421.2
2020/3/17 17:10,24.84,421.1
2020/3/17 17:20,24.71,420.9
2020/3/17 17:30,24.6,420
2020/3/17 17:40,24.51,419.9
2020/3/17 17:50,24.42,420.5
2020/3/17 18:00,24.28,420.3
2020/3/17 18:10,24.1,421.7
2020/3/17 18:20,23.88,422.6
2020/3/17 18:30,23.63,420
2020/3/17 18:40,23.36,420
2020/3/17 18:50,23.07,420.8
2020/3/17 19:00,22.75,421.1
2020/3/17 19:10,22.42,421.6
2020/3/17 19:20,22.07,423
2020/3/17 19:30,21.73,424.6
2020/3/17 19:40,21.4,425
2020/3/17 19:50,21.1,423.9
2020/3/17 20:00,20.83,427.4
2020/3/17 20:10,20.58,429.6
2020/3/17 20:20,20.34,432.4
2020/3/17 20:30,20.13,431.5
2020/3/17 20:40,19.93,432.6
2020/3/17 20:50,19.75,434
2020/3/17 21:00,19.61,436.7
2020/3/17 21:10,19.51,438.7
2020/3/17 21:20,19.44,439
2020/3/17 21:30,19.38,442.3
2020/3/17 21:40,19.31,440.9
2020/3/17 21:50,19.21,438.8
2020/3/17 22:00,19.09,438.2
2020/3/17 22:10,18.97,445.1
2020/3/17 22:20,18.83,445.6
2020/3/17 22:30,18.68,444.6
2020/3/17 22:40,18.53,443.5
2020/3/17 22:50,18.39,443.8
2020/3/17 23:00,18.24,447.3
2020/3/17 23:10,18.09,447.4
2020/3/17 23:20,17.95,447.2
2020/3/17 23:30,17.8,454.3
2020/3/17 23:40,17.65,454.5
2020/3/17 23:50,17.5,455.4
2020/3/18 0:00,17.35,453.9
2020/3/18 0:10,17.21,456.9
2020/3/18 0:20,17.07,452.9
2020/3/18 0:30,16.95,457.8
2020/3/18 0:40,16.85,459.5
2020/3/18 0:50,16.77,458.6
2020/3/18 1:00,16.73,460.4
2020/3/18 1:10,16.69,457.9
2020/3/18 1:20,16.67,460.6
2020/3/18 1:30,16.63,453.6
2020/3/18 1:40,16.59,453.3
2020/3/18 1:50,16.55,456.1
2020/3/18 2:00,16.51,459.6
2020/3/18 2:10,16.47,460.2
2020/3/18 2:20,16.42,463.1
2020/3/18 2:30,16.38,464.8
2020/3/18 2:40,16.33,466
2020/3/18 2:50,16.29,463.6
2020/3/18 3:00,16.25,462.9
2020/3/18 3:10,16.2,460.7
2020/3/18 3:20,16.14,459.2
2020/3/18 3:30,16.05,458
2020/3/18 3:40,15.94,459.8
2020/3/18 3:50,15.81,463
2020/3/18 4:00,15.67,463.2
2020/3/18 4:10,15.54,462.6
2020/3/18 4:20,15.43,462.3
2020/3/18 4:30,15.33,462.8
2020/3/18 4:40,15.23,463.6
2020/3/18 4:50,15.13,464
2020/3/18 5:00,15.03,465.2
2020/3/18 5:10,14.94,465.9
2020/3/18 5:20,14.87,465.8
2020/3/18 5:30,14.81,466.2
2020/3/18 5:40,14.74,466.2
2020/3/18 5:50,14.66,467.8
2020/3/18 6:00,14.57,469.1
2020/3/18 6:10,14.5,469.5
2020/3/18 6:20,14.43,469.3
2020/3/18 6:30,14.37,469.6
2020/3/18 6:40,14.29,470.6
2020/3/18 6:50,14.2,471.4
2020/3/18 7:00,14.1,471.3
2020/3/18 7:10,14.01,472.1
2020/3/18 7:20,13.93,473.2
2020/3/18 7:30,13.86,473.2
2020/3/18 7:40,13.81,475.5
2020/3/18 7:50,13.78,477
2020/3/18 8:00,13.78,476.1
2020/3/18 8:10,13.82,475.5
2020/3/18 8:20,13.93,475
2020/3/18 8:30,14.09,472.3
2020/3/18 8:40,14.33,468.9
2020/3/18 8:50,14.67,468.5
2020/3/18 9:00,15.14,468.9
2020/3/18 9:10,15.72,465
2020/3/18 9:20,16.37,463.8
2020/3/18 9:30,17.07,462.5
2020/3/18 9:40,17.81,459.1
2020/3/18 9:50,18.58,453.6
2020/3/18 10:00,19.36,450
2020/3/18 10:10,20.13,444.1
2020/3/18 10:20,20.88,438.3
2020/3/18 10:30,21.59,434.5
2020/3/18 10:40,22.28,431.8
2020/3/18 10:50,22.93,430.5
2020/3/18 11:00,23.51,430.1
2020/3/18 11:10,24,427
2020/3/18 11:20,24.44,419.2
2020/3/18 11:30,24.79,420.4
2020/3/18 11:40,25.11,415.9
2020/3/18 11:50,25.43,414.9
2020/3/18 12:00,25.76,414.3
2020/3/18 12:10,26.08,414.3
2020/3/18 12:20,26.37,414.1
2020/3/18 12:30,26.63,413.7
2020/3/18 12:40,26.86,413.9
2020/3/18 12:50,27.08,413.7
2020/3/18 13:00,27.3,413.8
2020/3/18 13:10,27.53,413.7
2020/3/18 13:20,27.79,413.1
2020/3/18 13:30,28.08,413.5
2020/3/18 13:40,28.37,413.6
2020/3/18 13:50,28.6,413.8
2020/3/18 14:00,28.73,413.5
2020/3/18 14:10,28.77,413.3
2020/3/18 14:20,28.74,413.7
2020/3/18 14:30,28.62,413.5
2020/3/18 14:40,28.52,413.7
2020/3/18 14:50,28.5,413.9
2020/3/18 15:00,28.53,413.9
2020/3/18 15:10,28.62,414
2020/3/18 15:20,28.78,414.1
2020/3/18 15:30,28.98,414.2
2020/3/18 15:40,29.18,414
2020/3/18 15:50,29.34,414.4
2020/3/18 16:00,29.47,415
2020/3/18 16:10,29.55,415.2
2020/3/18 16:20,29.57,415.3
2020/3/18 16:30,29.54,415.4
2020/3/18 16:40,29.5,415.6
2020/3/18 16:50,29.43,416.1
2020/3/18 17:00,29.31,416.2
2020/3/18 17:10,29.14,416.8
2020/3/18 17:20,28.89,417.3
2020/3/18 17:30,28.57,417.8
2020/3/18 17:40,28.21,418.2
2020/3/18 17:50,27.87,418.5
2020/3/18 18:00,27.54,418.9
2020/3/18 18:10,27.22,419.7
2020/3/18 18:20,26.92,420.1
2020/3/18 18:30,26.63,420.9
2020/3/18 18:40,26.35,421.9
2020/3/18 18:50,26.08,422.9
2020/3/18 19:00,25.8,422.8
2020/3/18 19:10,25.52,421.4
2020/3/18 19:20,25.21,421
2020/3/18 19:30,24.89,420
2020/3/18 19:40,24.55,420
2020/3/18 19:50,24.23,419.3
2020/3/18 20:00,23.92,418.8
2020/3/18 20:10,23.62,418.9
2020/3/18 20:20,23.34,418.3
2020/3/18 20:30,23.09,418.3
2020/3/18 20:40,22.87,418.9
2020/3/18 20:50,22.66,419.1
2020/3/18 21:00,22.45,419.3
2020/3/18 21:10,22.23,421.6
2020/3/18 21:20,22.01,422.5
2020/3/18 21:30,21.8,423.2
2020/3/18 21:40,21.6,422.3
2020/3/18 21:50,21.41,424.3
2020/3/18 22:00,21.2,428.1
2020/3/18 22:10,21,423.9
2020/3/18 22:20,20.81,425.9
2020/3/18 22:30,20.64,426.5
2020/3/18 22:40,20.47,432.1
2020/3/18 22:50,20.31,432.1
2020/3/18 23:00,20.15,431.1
2020/3/18 23:10,19.98,433.6
2020/3/18 23:20,19.8,432.1
2020/3/18 23:30,19.63,434.7
2020/3/18 23:40,19.47,438.2
2020/3/18 23:50,19.33,443.6
2020/3/19 0:00,19.2,450.7
2020/3/19 0:10,19.08,455.1
2020/3/19 0:20,18.93,453.4
2020/3/19 0:30,18.77,446.2
2020/3/19 0:40,18.64,449.4
2020/3/19 0:50,18.52,448.2
2020/3/19 1:00,18.41,448.1
2020/3/19 1:10,18.31,452.2
2020/3/19 1:20,18.22,449.8
2020/3/19 1:30,18.17,456.1
2020/3/19 1:40,18.14,456.3
2020/3/19 1:50,18.12,457.1
2020/3/19 2:00,18.11,453.9
2020/3/19 2:10,18.09,450.3
2020/3/19 2:20,18.06,459
2020/3/19 2:30,18.03,459
2020/3/19 2:40,17.98,462.2
2020/3/19 2:50,17.9,458.8
2020/3/19 3:00,17.8,456.5
2020/3/19 3:10,17.69,454.4
2020/3/19 3:20,17.57,454.4
2020/3/19 3:30,17.46,453.2
2020/3/19 3:40,17.37,454
2020/3/19 3:50,17.29,456.2
2020/3/19 4:00,17.23,459.1
2020/3/19 4:10,17.18,459.3
2020/3/19 4:20,17.16,460.9
2020/3/19 4:30,17.14,460.6
2020/3/19 4:40,17.14,455.1
2020/3/19 4:50,17.14,457.6
2020/3/19 5:00,17.12,458.6
2020/3/19 5:10,17.08,457.9
2020/3/19 5:20,17.02,459.6
2020/3/19 5:30,16.96,458
2020/3/19 5:40,16.91,455.2
2020/3/19 5:50,16.87,458.5
2020/3/19 6:00,16.86,454
2020/3/19 6:10,16.86,459.7
2020/3/19 6:20,16.87,461.5
2020/3/19 6:30,16.89,462.7
2020/3/19 6:40,16.91,459.3
2020/3/19 6:50,16.93,461.9
2020/3/19 7:00,16.95,460.7
2020/3/19 7:10,17,464
2020/3/19 7:20,17.06,467.1
2020/3/19 7:30,17.12,475.8
2020/3/19 7:40,17.2,479.4
2020/3/19 7:50,17.28,477.3
2020/3/19 8:00,17.41,476.3
2020/3/19 8:10,17.66,472.1
2020/3/19 8:20,18.04,469.4
2020/3/19 8:30,18.55,471.1
2020/3/19 8:40,19.14,465.9
2020/3/19 8:50,19.78,467.6
2020/3/19 9:00,20.43,467.8
2020/3/19 9:10,21.07,466.5
2020/3/19 9:20,21.72,463.8
2020/3/19 9:30,22.38,460.6
2020/3/19 9:40,23.02,463.4
2020/3/19 9:50,23.66,456.4
2020/3/19 10:00,24.26,453
2020/3/19 10:10,24.84,447.3
2020/3/19 10:20,25.39,439.9
2020/3/19 10:30,25.91,436.7
2020/3/19 10:40,26.41,434.1
2020/3/19 10:50,26.87,429.4
2020/3/19 11:00,27.32,418.6
2020/3/19 11:10,27.74,415.9
2020/3/19 11:20,28.12,414.6
2020/3/19 11:30,28.44,414.3
2020/3/19 11:40,28.65,414.7
2020/3/19 11:50,28.77,415
2020/3/19 12:00,28.78,414.9
2020/3/19 12:10,28.67,414.9
2020/3/19 12:20,28.48,414.9
2020/3/19 12:30,28.29,414.6
2020/3/19 12:40,28.11,415.1
2020/3/19 12:50,27.95,415
2020/3/19 13:00,27.76,415.2
2020/3/19 13:10,27.55,414.8
2020/3/19 13:20,27.35,415
2020/3/19 13:30,27.24,414.9
2020/3/19 13:40,27.17,414.4
2020/3/19 13:50,27.09,415.1
2020/3/19 14:00,27.02,414
2020/3/19 14:10,26.89,413.8
2020/3/19 14:20,26.73,414.3
2020/3/19 14:30,26.6,414.5
2020/3/19 14:40,26.49,414.2
2020/3/19 14:50,26.39,414.4
2020/3/19 15:00,26.32,414.5
2020/3/19 15:10,26.29,414.5
2020/3/19 15:20,26.33,414.8
2020/3/19 15:30,26.46,415.8
2020/3/19 15:40,26.6,414.5
2020/3/19 15:50,26.71,414.5
2020/3/19 16:00,26.79,414.7
2020/3/19 16:10,26.83,414.7
2020/3/19 16:20,26.79,414.9
2020/3/19 16:30,26.68,414.6
2020/3/19 16:40,26.52,414.3
2020/3/19 16:50,26.32,414.2
2020/3/19 17:00,26.1,414.2
2020/3/19 17:10,25.84,414.4
2020/3/19 17:20,25.58,414.6
2020/3/19 17:30,25.35,415.2
2020/3/19 17:40,25.15,415.3
2020/3/19 17:50,24.98,415.7
2020/3/19 18:00,24.87,415.9
2020/3/19 18:10,24.79,418
2020/3/19 18:20,24.68,419.8
2020/3/19 18:30,24.5,420.6
2020/3/19 18:40,24.24,420.9
2020/3/19 18:50,23.96,421.1
2020/3/19 19:00,23.69,421.3
2020/3/19 19:10,23.46,421.7
2020/3/19 19:20,23.27,422.2
2020/3/19 19:30,23.13,421.8
2020/3/19 19:40,23.01,420.6
2020/3/19 19:50,22.89,419.6
2020/3/19 20:00,22.78,420
2020/3/19 20:10,22.65,419.9
2020/3/19 20:20,22.52,420.9
2020/3/19 20:30,22.37,421.2
2020/3/19 20:40,22.23,422.1
2020/3/19 20:50,22.11,422.2
2020/3/19 21:00,22.03,423.3
2020/3/19 21:10,21.97,422.1
2020/3/19 21:20,21.93,422.3
2020/3/19 21:30,21.89,423.8
2020/3/19 21:40,21.83,425.4
2020/3/19 21:50,21.75,426.3
2020/3/19 22:00,21.62,431.5
2020/3/19 22:10,21.46,432.2
2020/3/19 22:20,21.28,429.7
2020/3/19 22:30,21.08,431.2
2020/3/19 22:40,20.87,431.6
2020/3/19 22:50,20.63,432.1
2020/3/19 23:00,20.41,432.7
2020/3/19 23:10,20.2,432.7
2020/3/19 23:20,20,433.2
2020/3/19 23:30,19.81,434.5
2020/3/19 23:40,19.63,436.2
2020/3/19 23:50,19.43,435.7
2020/3/20 0:00,19.24,435.6
2020/3/20 0:10,19.06,435.9
2020/3/20 0:20,18.89,435
2020/3/20 0:30,18.75,434.2
2020/3/20 0:40,18.63,433.7
2020/3/20 0:50,18.53,432.9
2020/3/20 1:00,18.44,433.3
2020/3/20 1:10,18.38,433.8
2020/3/20 1:20,18.34,433.6
2020/3/20 1:30,18.31,432.9
2020/3/20 1:40,18.28,432.8
2020/3/20 1:50,18.26,433.2
2020/3/20 2:00,18.24,433.2
2020/3/20 2:10,18.24,433.4
2020/3/20 2:20,18.24,433.8
2020/3/20 2:30,18.24,434.8
2020/3/20 2:40,18.23,435.7
2020/3/20 2:50,18.2,435.4
2020/3/20 3:00,18.16,435.1
2020/3/20 3:10,18.09,434.4
2020/3/20 3:20,18.03,433.5
2020/3/20 3:30,17.99,434
2020/3/20 3:40,17.98,439.7
2020/3/20 3:50,18,440.2
2020/3/20 4:00,18.03,442
2020/3/20 4:10,18.07,440.1
2020/3/20 4:20,18.12,438.9
2020/3/20 4:30,18.14,439
2020/3/20 4:40,18.12,440.1
2020/3/20 4:50,18.05,441.8
2020/3/20 5:00,17.95,441.7
2020/3/20 5:10,17.86,442.6
2020/3/20 5:20,17.82,444.3
2020/3/20 5:30,17.8,444.2
2020/3/20 5:40,17.79,443
2020/3/20 5:50,17.78,442.9
2020/3/20 6:00,17.77,441.4
2020/3/20 6:10,17.76,440.9
2020/3/20 6:20,17.72,441
2020/3/20 6:30,17.65,440.5
2020/3/20 6:40,17.56,440.2
2020/3/20 6:50,17.46,440.7
2020/3/20 7:00,17.36,440.7
2020/3/20 7:10,17.27,440.6
2020/3/20 7:20,17.18,440.8
2020/3/20 7:30,17.08,441.2
2020/3/20 7:40,16.97,441.4
2020/3/20 7:50,16.87,441.4
2020/3/20 8:00,16.8,442.1
2020/3/20 8:10,16.75,442.4
2020/3/20 8:20,16.72,442.2
2020/3/20 8:30,16.69,442.8
2020/3/20 8:40,16.67,443.3
2020/3/20 8:50,16.66,443
2020/3/20 9:00,16.68,442.6
2020/3/20 9:10,16.72,442.4
2020/3/20 9:20,16.76,442.1
2020/3/20 9:30,16.81,441.1
2020/3/20 9:40,16.85,442.3
2020/3/20 9:50,16.89,442
2020/3/20 10:00,16.92,441.6
2020/3/20 10:10,16.94,440.4
2020/3/20 10:20,16.95,440.4
2020/3/20 10:30,16.95,438.3
2020/3/20 10:40,16.93,437.8
2020/3/20 10:50,16.9,436.6
2020/3/20 11:00,16.88,435.5
2020/3/20 11:10,16.84,435.6
2020/3/20 11:20,16.78,433.9
2020/3/20 11:30,16.71,433.1
2020/3/20 11:40,16.64,433.3
2020/3/20 11:50,16.58,433
2020/3/20 12:00,16.55,432.9
2020/3/20 12:10,16.52,431.8
2020/3/20 12:20,16.49,431.1
2020/3/20 12:30,16.46,429.6
2020/3/20 12:40,16.42,429.4
2020/3/20 12:50,16.39,430.2
2020/3/20 13:00,16.38,430.7
2020/3/20 13:10,16.38,429.2
2020/3/20 13:20,16.37,428.5
2020/3/20 13:30,16.35,428.3
2020/3/20 13:40,16.32,429
2020/3/20 13:50,16.29,429.5
2020/3/20 14:00,16.26,429.1
2020/3/20 14:10,16.23,428
2020/3/20 14:20,16.19,428.2
2020/3/20 14:30,16.13,427.5
2020/3/20 14:40,16.06,426
2020/3/20 14:50,15.99,425.3
2020/3/20 15:00,15.91,425.7
2020/3/20 15:10,15.8,426.5
2020/3/20 15:20,15.69,426.7
2020/3/20 15:30,15.59,427.7
2020/3/20 15:40,15.52,427.4
2020/3/20 15:50,15.46,428.2
2020/3/20 16:00,15.39,427.2
2020/3/20 16:10,15.31,426.5
2020/3/20 16:20,15.21,426.7
2020/3/20 16:30,15.12,426.7
2020/3/20 16:40,15.02,426.8
2020/3/20 16:50,14.94,426.5
2020/3/20 17:00,14.87,425.8
2020/3/20 17:10,14.8,426.3
2020/3/20 17:20,14.72,426.4
2020/3/20 17:30,14.64,425.4
2020/3/20 17:40,14.54,425
2020/3/20 17:50,14.44,424.9
2020/3/20 18:00,14.36,425
2020/3/20 18:10,14.3,423.6
2020/3/20 18:20,14.26,423.7
2020/3/20 18:30,14.2,424.2
2020/3/20 18:40,14.11,424.4
2020/3/20 18:50,14,425.2
2020/3/20 19:00,13.89,424.8
2020/3/20 19:10,13.81,423.8
2020/3/20 19:20,13.74,424.4
2020/3/20 19:30,13.69,423.9
2020/3/20 19:40,13.65,425
2020/3/20 19:50,13.63,424.6
2020/3/20 20:00,13.64,425
2020/3/20 20:10,13.65,425.3
2020/3/20 20:20,13.66,425.9
2020/3/20 20:30,13.67,426.4
2020/3/20 20:40,13.65,427
2020/3/20 20:50,13.64,427.6
2020/3/20 21:00,13.66,427.7
2020/3/20 21:10,13.58,428.7
2020/3/20 21:20,13.55,428.2
2020/3/20 21:30,13.54,428.1
2020/3/20 21:40,13.55,426.7
2020/3/20 21:50,13.42,426
2020/3/20 22:00,13.31,425.4
2020/3/20 22:10,13.22,424.4
2020/3/20 22:20,13.2,423.9
2020/3/20 22:30,13.25,425.6
2020/3/20 22:40,13.09,425.8
2020/3/20 22:50,12.99,426.6
2020/3/20 23:00,12.95,427.9
2020/3/20 23:10,12.94,427
2020/3/20 23:20,12.89,425.3
2020/3/20 23:30,12.67,425.4
2020/3/20 23:40,12.49,424.6
2020/3/20 23:50,12.36,424.2
2020/3/21 0:00,12.27,425.3
2020/3/21 0:10,12.26,424.6
2020/3/21 0:20,12.29,424.6
2020/3/21 0:30,12.37,424.2
2020/3/21 0:40,12.46,423.8
2020/3/21 0:50,12.56,424.1
2020/3/21 1:00,12.63,424.3
2020/3/21 1:10,12.72,425.1
2020/3/21 1:20,12.76,426.5
2020/3/21 1:30,12.83,428.4
2020/3/21 1:40,12.78,427.9
2020/3/21 1:50,12.77,427.3
2020/3/21 2:00,12.78,427.8
2020/3/21 2:10,12.78,428.3
2020/3/21 2:20,12.77,428.3
2020/3/21 2:30,12.79,428.4
2020/3/21 2:40,12.79,428.9
2020/3/21 2:50,12.8,428.9
2020/3/21 3:00,12.82,428.5
2020/3/21 3:10,12.82,427.8
2020/3/21 3:20,12.85,428.1
2020/3/21 3:30,12.89,429.3
2020/3/21 3:40,12.95,430.7
2020/3/21 3:50,13.01,431.5
2020/3/21 4:00,13.05,431
2020/3/21 4:10,13.08,430.7
2020/3/21 4:20,13.07,430.9
2020/3/21 4:30,13.02,431.2
2020/3/21 4:40,12.95,430.4
2020/3/21 4:50,12.87,430
2020/3/21 5:00,12.78,428.8
2020/3/21 5:10,12.7,429.1
2020/3/21 5:20,12.62,428.1
2020/3/21 5:30,12.55,428.7
2020/3/21 5:40,12.49,428.2
2020/3/21 5:50,12.44,427.6
2020/3/21 6:00,12.37,427.5
2020/3/21 6:10,12.29,427.1
2020/3/21 6:20,12.2,427.4
2020/3/21 6:30,12.13,426.9
2020/3/21 6:40,12.06,426.8
2020/3/21 6:50,11.98,426.8
2020/3/21 7:00,11.9,426
2020/3/21 7:10,11.83,426.9
2020/3/21 7:20,11.75,426.2
2020/3/21 7:30,11.68,426
2020/3/21 7:40,11.61,426.2
2020/3/21 7:50,11.56,425.6
2020/3/21 8:00,11.52,425
2020/3/21 8:10,11.49,426.1
2020/3/21 8:20,11.47,426
2020/3/21 8:30,11.46,425.5
2020/3/21 8:40,11.46,426
2020/3/21 8:50,11.46,426.2
2020/3/21 9:00,11.46,425.5
2020/3/21 9:10,11.42,425.8
2020/3/21 9:20,11.36,425.9
2020/3/21 9:30,11.3,425.5
2020/3/21 9:40,11.25,425.4
2020/3/21 9:50,11.21,425
2020/3/21 10:00,11.21,424.4
2020/3/21 10:10,11.21,424.3
2020/3/21 10:20,11.24,423.3
2020/3/21 10:30,11.3,422.2
2020/3/21 10:40,11.41,421.8
2020/3/21 10:50,11.55,421.9
2020/3/21 11:00,11.69,421.2
2020/3/21 11:10,11.83,420
2020/3/21 11:20,11.96,419.4
2020/3/21 11:30,12.12,419.3
2020/3/21 11:40,12.32,419.9
2020/3/21 11:50,12.5,419.8
2020/3/21 12:00,12.62,419.3
2020/3/21 12:10,12.71,419.3
2020/3/21 12:20,12.84,418.8
2020/3/21 12:30,13,418.7
2020/3/21 12:40,13.17,418.5
2020/3/21 12:50,13.28,418.6
2020/3/21 13:00,13.32,418.4
2020/3/21 13:10,13.34,418.3
2020/3/21 13:20,13.34,419
2020/3/21 13:30,13.33,418.4
2020/3/21 13:40,13.32,418.4
2020/3/21 13:50,13.3,418.5
2020/3/21 14:00,13.28,418.5
2020/3/21 14:10,13.27,419.4
2020/3/21 14:20,13.27,418.9
2020/3/21 14:30,13.23,418.8
2020/3/21 14:40,13.13,418.8
2020/3/21 14:50,13.04,419
2020/3/21 15:00,12.96,419.4
2020/3/21 15:10,12.91,418.8
2020/3/21 15:20,12.88,419.1
2020/3/21 15:30,12.87,419.4
